ID,Company name Latin alphabet,NAICS 2017; primary code(s),Operating P/L [=EBIT]; th USD 2021,Operating P/L [=EBIT]; th USD 2020,Operating P/L [=EBIT]; th USD 2019,Operating P/L [=EBIT]; th USD 2018,Operating P/L [=EBIT]; th USD 2017,Operating P/L [=EBIT]; th USD 2016,Operating P/L [=EBIT]; th USD 2015,Operating P/L [=EBIT]; th USD 2014,Operating P/L [=EBIT]; th USD 2013,Operating P/L [=EBIT]; th USD 2012,P/L for period [=Net income]; th USD 2021,P/L for period [=Net income]; th USD 2020,P/L for period [=Net income]; th USD 2019,P/L for period [=Net income]; th USD 2018,P/L for period [=Net income]; th USD 2017,P/L for period [=Net income]; th USD 2016,P/L for period [=Net income]; th USD 2015,P/L for period [=Net income]; th USD 2014,P/L for period [=Net income]; th USD 2013,P/L for period [=Net income]; th USD 2012,Total assets; th USD 2021,Total assets; th USD 2020,Total assets; th USD 2019,Total assets; th USD 2018,Total assets; th USD 2017,Total assets; th USD 2016,Total assets; th USD 2015,Total assets; th USD 2014,Total assets; th USD 2013,Total assets; th USD 2012,Cash & cash equivalent; th USD 2021,Cash & cash equivalent; th USD 2020,Cash & cash equivalent; th USD 2019,Cash & cash equivalent; th USD 2018,Cash & cash equivalent; th USD 2017,Cash & cash equivalent; th USD 2016,Cash & cash equivalent; th USD 2015,Cash & cash equivalent; th USD 2014,Cash & cash equivalent; th USD 2013,Cash & cash equivalent; th USD 2012,Total Liabilities and Debt; th USD 2021,Total Liabilities and Debt; th USD 2020,Total Liabilities and Debt; th USD 2019,Total Liabilities and Debt; th USD 2018,Total Liabilities and Debt; th USD 2017,Total Liabilities and Debt; th USD 2016,Total Liabilities and Debt; th USD 2015,Total Liabilities and Debt; th USD 2014,Total Liabilities and Debt; th USD 2013,Total Liabilities and Debt; th USD 2012,Total Current Liabilities; th USD 2021,Total Current Liabilities; th USD 2020,Total Current Liabilities; th USD 2019,Total Current Liabilities; th USD 2018,Total Current Liabilities; th USD 2017,Total Current Liabilities; th USD 2016,Total Current Liabilities; th USD 2015,Total Current Liabilities; th USD 2014,Total Current Liabilities; th USD 2013,Total Current Liabilities; th USD 2012,Income Tax Payable; th USD 2021,Income Tax Payable; th USD 2020,Income Tax Payable; th USD 2019,Income Tax Payable; th USD 2018,Income Tax Payable; th USD 2017,Income Tax Payable; th USD 2016,Income Tax Payable; th USD 2015,Income Tax Payable; th USD 2014,Income Tax Payable; th USD 2013,Income Tax Payable; th USD 2012,Depreciation; th USD 2021,Depreciation; th USD 2020,Depreciation; th USD 2019,Depreciation; th USD 2018,Depreciation; th USD 2017,Depreciation; th USD 2016,Depreciation; th USD 2015,Depreciation; th USD 2014,Depreciation; th USD 2013,Depreciation; th USD 2012
36.,BRISTOL-MYERS SQUIBB COMPANY,325412,n.a.,4870000,7607000,7754000,6471000,5289000,1877000,2562000,3096000,2467000,n.a.,-9015000,3439000,4920000,1007000,4457000,1565000,2004000,2563000,1960000,n.a.,118481000,129944000,34986000,33551000,33707000,31748000,33749000,38592000,35897000,n.a.,15831000,15393000,8884000,6812000,6350000,4270000,7435000,4525000,2829000,n.a.,80659000,78346000,20955000,21810000,17530000,17482000,18897000,23438000,22274000,n.a.,19080000,18304000,10654000,9563000,8841000,8017000,8461000,12440000,8279000,n.a.,647000,1517000,398000,231000,152000,572000,262000,160000,193000,n.a.,-586000,-554000,-505000,-682000,-492000,-500000,-543000,-453000,-382000
37.,PFIZER INC,325412,n.a.,10027000,6574000,5622000,15188000,13615000,12815000,14189000,15916000,16425000,n.a.,9615000,16272000,11151000,21308000,7213000,6959000,9134000,22001000,14568000,n.a.,154229000,167594000,159422000,171797000,171615000,167381000,167566000,172101000,185798000,n.a.,12221000,9646000,18833000,19992000,17850000,23290000,36122000,32408000,32399000,n.a.,90991000,104450000,96015000,100489000,112071000,102661000,96265000,95794000,104538000,n.a.,25920000,37304000,31858000,30427000,31115000,29399000,21587000,23366000,29186000,n.a.,1049000,980000,1265000,477000,437000,418000,531000,678000,979000,n.a.,-1341000,-1548000,-1648000,-1511000,-1701000,-1429000,-1498000,-1811000,-2546000
38.,CATERPILLAR INC,333120,n.a.,5458000,9245000,9308000,6016000,2386000,5532000,4320000,5826000,8666000,n.a.,2998000,6093000,6147000,754000,-67000,2512000,2452000,3789000,5681000,n.a.,78324000,78453000,78509000,76962000,74704000,78342000,84681000,84896000,88970000,n.a.,9352000,8284000,7858000,8261000,7168000,6460000,7341000,6095000,5519000,n.a.,62993000,63865000,64470000,63265000,61567000,63533000,67935000,64085000,71438000,n.a.,25717000,26621000,28218000,26931000,26132000,26242000,27877000,27297000,29415000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2122000,-2253000,-2435000,-2555000,-2708000,-2709000,-2798000,-2716000,-2426000
39.,DOW INC.,325211,n.a.,2328000,3520000,5479000,4382000,5400000,n.a.,n.a.,n.a.,n.a.,n.a.,1216000,-1359000,4641000,465000,3978000,n.a.,n.a.,n.a.,n.a.,n.a.,61470000,60524000,83699000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5104000,2388000,2824000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,49035000,46983000,51216000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11108000,10679000,15547000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,397000,522000,557000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2377000,-2423000,-2347000,-2064000,n.a.,n.a.,n.a.,n.a.,n.a.
40.,CHS INC.,115116,205797,277265,647926,414059,284405,367576,831912,1049948,1225161,1512910,553952,422439,829880,775907,71592,383249,781045,1081435,992386,1260628,17576275,15993947,16447494,16381178,15818922,17312135,15228312,15296104,13504270,13645024,413159,140874,211179,450617,181379,279313,953813,2133207,1808532,314029,8567414,7184076,7837354,8225596,8125787,9460175,7570427,8847596,8373062,9189683,6326013,4920041,5583707,5934171,5482549,6520795,5256860,6229138,5785353,6818564,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-528598,-542951,-495300,-475800,-475923,-441392,-348122,-296547,-266580,-199800
41.,GENERAL DYNAMICS CORP,336411,n.a.,4133000,4648000,4457000,4236000,3744000,4295000,3889000,3689000,765000,n.a.,3167000,3484000,3345000,2912000,2572000,3036000,2533000,2357000,-332000,n.a.,51308000,49349000,45408000,35046000,33172000,31997000,35337000,35494000,34309000,n.a.,2824000,902000,963000,2983000,2334000,2785000,4388000,5301000,3296000,n.a.,35647000,35371000,33676000,23611000,22871000,21259000,23508000,20993000,22919000,n.a.,15964000,16801000,14739000,13099000,13450000,12445000,13751000,12259000,11620000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,829000,729000,300000,173000,n.a.,-617000,-552000,-493000,-362000,-365000,-365000,-375000,-382000,-376000
42.,NORTHROP GRUMMAN CORPORATION,336411,n.a.,4065000,3969000,3780000,3218000,3277000,3076000,3196000,3123000,3130000,n.a.,3189000,2248000,3229000,2869000,2043000,1990000,2069000,1952000,1978000,n.a.,44469000,41089000,37653000,35128000,25614000,24424000,26572000,26381000,26543000,n.a.,4907000,2245000,1579000,11225000,2541000,2319000,3863000,5150000,3862000,n.a.,33890000,32270000,29466000,27996000,20355000,18902000,19337000,15761000,17029000,n.a.,9580000,9434000,8274000,7092000,5630000,5457000,5892000,5815000,6056000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1005000,-686000,-597000,-461000,-440000,-445000,-440000,-469000,-386000
43.,ABBOTT LABORATORIES,334510,n.a.,5545000,4670000,3730000,1871000,3058000,2962000,2763000,2133000,1360000,n.a.,4495000,3687000,2368000,477000,1400000,4423000,2284000,2576000,5963000,n.a.,72548000,67887000,67173000,76250000,52666000,41247000,41207000,42953000,67235000,n.a.,7148000,4140000,4086000,9610000,18775000,6125000,4460000,8098000,15174000,n.a.,39764000,36799000,36649000,45353000,32128000,20036000,19681000,17782000,40514000,n.a.,11907000,10863000,9012000,8912000,6660000,9186000,10467000,9507000,13280000,n.a.,362000,226000,305000,309000,188000,430000,270000,175000,655000,n.a.,-1195000,-1078000,-1100000,-1046000,-803000,-871000,-918000,-928000,-1363000
44.,DOLLAR GENERAL CORP,452210,n.a.,3554765,2333304,2116306,2007818,2063449,1946394,1769093,1736185,1655276,n.a.,2655050,1712555,1589472,1538960,1251133,1165080,1065345,1025116,952662,n.a.,25862624,22825084,13204038,12516911,11672298,11257885,11208642,10867524,10367682,n.a.,1376577,240320,235487,267441,187915,157947,579823,505566,140809,n.a.,19201386,16122584,6786645,6391137,6266004,5880009,5498604,5465331,5382352,n.a.,5710783,4543005,3015857,2964878,2622805,1995596,1962472,1811971,1738547,n.a.,16063,8362,10033,4104,63393,32870,59400,80943,118610,n.a.,-574237,-504804,-454134,-404231,-379931,-352431,-342353,-320937,-286011
45.,QUALCOMM INC,334220,9756000,4022000,3246000,3699000,4146000,6357000,5934000,7676000,7145000,5599000,9043000,5198000,4386000,-4964000,2445000,5705000,5271000,7967000,6853000,6109000,41240000,35594000,32957000,32718000,65486000,52359000,50796000,48574000,45516000,43012000,12414000,11214000,12260000,12088000,37308000,18648000,17321000,17565000,14966000,12374000,31290000,29517000,28048000,31911000,34740000,20581000,19375000,9405000,9428000,9489000,11951000,8672000,8935000,11389000,10907000,7311000,6100000,6013000,5213000,5302000,862000,549000,480000,453000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1045000,-772000,-674000,-776000,-684000,-624000,-625000,-609000,-518000,-427000
46.,COCA-COLA COMPANY (THE),312111,n.a.,9293000,9677000,8656000,8558000,9544000,9787000,10498000,10848000,11223000,n.a.,7747000,8920000,6434000,1248000,6527000,7351000,7098000,8584000,9019000,n.a.,87296000,86381000,83216000,87896000,87270000,89996000,92023000,90055000,86174000,n.a.,10914000,11175000,16115000,20675000,22201000,19900000,21675000,20268000,16551000,n.a.,67997000,67400000,66235000,70824000,64208000,64442000,61703000,56882000,53384000,n.a.,14601000,26973000,28782000,27194000,26532000,26929000,32374000,27811000,27821000,n.a.,788000,414000,411000,410000,999000,331000,400000,648000,802000,n.a.,-1333000,-1245000,-1037000,-1192000,-1648000,-1814000,-1808000,-1812000,-1809000
47.,HONEYWELL INTERNATIONAL INC,336412,n.a.,6642000,7490000,7451000,6910000,6255000,6806000,5822000,5493000,4154000,n.a.,4779000,6143000,6765000,1545000,4812000,4768000,4239000,3924000,2926000,n.a.,64586000,58679000,57773000,59470000,54146000,49316000,45451000,45435000,41853000,n.a.,15220000,10416000,10910000,10817000,9874000,7558000,9104000,8093000,5265000,n.a.,47037000,40185000,39593000,42968000,34777000,31033000,27794000,27968000,28878000,n.a.,19197000,18098000,18924000,18861000,16331000,18371000,14773000,14181000,13045000,n.a.,588000,492000,400000,n.a.,720000,467000,504000,240000,548000,n.a.,-644000,-673000,-721000,-717000,-726000,-682000,-667000,-670000,-660000
48.,THERMO FISHER SCIENTIFIC INC.,334510,n.a.,7866000,4244000,3864000,3143000,2742300,2497800,2035500,1760800,1564200,n.a.,6375000,3696000,2938000,2225000,2021800,1975400,1894400,1273300,1177900,n.a.,69052000,58381000,56232000,56669000,45907500,40834300,42852100,31863400,27444600,n.a.,10353000,2436000,2134000,1345000,802000,465700,1372200,5834300,811500,n.a.,34545000,28706000,28646000,31256000,24368200,19484100,22304000,15007300,11979900,n.a.,10304000,6197000,6147000,7048000,4865800,4146300,5349800,3126000,2093300,n.a.,n.a.,n.a.,n.a.,n.a.,165400,212500,165100,0,n.a.,n.a.,-658000,-564000,-527000,-443000,-380000,-378200,-354800,-236800,-236100
49.,3M COMPANY,327910,n.a.,7022000,6210000,6795000,7198000,6919000,7062000,7145000,6685000,6483000,n.a.,5384000,4570000,5349000,4858000,5050000,4833000,4956000,4659000,4444000,n.a.,47344000,44659000,36500000,37987000,32906000,32883000,31209000,33550000,33876000,n.a.,5038000,2921000,3233000,4129000,2678000,1916000,3336000,3337000,4531000,n.a.,34477000,34596000,26704000,26424000,22608000,21454000,18100000,16048000,16301000,n.a.,7948000,9222000,7244000,7687000,6219000,7118000,5964000,7498000,6200000,n.a.,300000,194000,243000,310000,299000,332000,435000,454000,416000,n.a.,-1374000,-1252000,-1239000,-1306000,-1212000,-1206000,-1180000,-1135000,-1055000
50.,TJX COMPANIES INC,448140,n.a.,582230,4426497,4297259,3848401,3833121,3704700,3606501,3350570,3106526,n.a.,90470,3272193,3059798,2607948,2298234,2277658,2215128,2137396,1906687,n.a.,30813555,24145003,14326029,14058015,12883808,11490431,10988750,10201022,9511855,n.a.,10469570,3216752,3030229,3264642,3473091,2447786,2776398,2444448,2047810,n.a.,24980871,18196791,9277423,8909706,8373209,7183356,6724520,5971129,5845918,n.a.,10803668,7150247,5531374,5125537,4757656,4402230,3929634,3517843,3760596,n.a.,81523,24700,154155,114203,206288,129521,126001,64715,163812,n.a.,-870758,-867303,-819655,-725957,-658796,-616696,-588975,-548823,-508929
51.,TESLA; INC.,336111,n.a.,1994000,80000,-252840,-1632086,-667340,-716629,-186689,-61283,-394283,n.a.,690000,-870000,-976091,-1961400,-674914,-888663,-294040,-74014,-396213,n.a.,52148000,34309000,29739614,28655372,22664076,8067939,5830667,2416930,1114190,n.a.,19384000,6268000,3685618,3367914,3393216,1196908,1905713,845889,201890,n.a.,29923000,27691000,24816371,24418130,17911165,6984235,4918957,1749810,989490,n.a.,14248000,10667000,9992136,7674670,5827005,2811035,2107166,675160,539108,n.a.,777000,611000,348663,185807,152897,101206,71229,38067,9710,n.a.,-2271000,-2110000,-1901050,-1636003,-947099,-422590,-231931,-106083,-28825
52.,JABIL; INC.,334412,1132000,798332,727270,579055,572737,534202,588477,297405,532932,549570,696000,53912,287111,86330,129090,254095,284019,241313,371482,394687,16654000,14397416,12970475,12045641,11095995,10322677,9591600,8479746,9153781,7803141,1567000,1393557,1163343,1257949,1189919,912059,913963,1000249,1011373,1217256,14518000,12586032,11083032,10095384,8742481,7884506,7276744,6237918,6818494,5698084,10683000,9059483,8532105,7230873,6870593,5568056,5674274,4321097,4864434,3858996,n.a.,n.a.,n.a.,n.a.,n.a.,0,2455,32717,44327,39620,-828000,-739037,-739910,-735213,-724856,-659500,-504700,-461300,-382600,-319200
53.,STARBUCKS CORP,722515,4657200,1517900,3915700,3806500,3896800,3853700,3351100,2792600,2207300,1786700,4199300,928300,3599200,4518300,2884700,2817700,2757400,2068100,8300,1383800,31392600,29374500,19219600,24156400,14365600,14312500,12416300,10752900,11516700,8219200,6617900,4632100,2757100,8937800,2690900,2263200,1611400,1843800,3233800,2037000,36713800,37179600,25451800,22986900,8915500,8428500,6598300,5480900,7036500,3110200,8151400,7346800,6168700,5684200,4220700,4546800,3648100,3038700,5377300,2209800,566000,260900,1468400,286600,226600,368400,259000,272000,125000,138300,-1300700,-1279500,-1216500,-1119400,-1009600,-972800,-925100,-740700,-647900,-576100
54.,PHILIP MORRIS INTERNATIONAL INC.,312230,n.a.,11668000,10964000,11377000,11581000,10903000,10623000,11702000,13516000,13863000,n.a.,8056000,7185000,7911000,6035000,6967000,6873000,7493000,8576000,8800000,n.a.,44815000,42875000,39801000,42968000,36851000,33956000,35187000,38168000,37670000,n.a.,7280000,6861000,6593000,8447000,4239000,3417000,1682000,2154000,2983000,n.a.,57382000,54452000,52260000,55054000,49539000,47200000,47816000,45934000,41146000,n.a.,19615000,18833000,17191000,15962000,16467000,15386000,15112000,17066000,17016000,n.a.,1091000,796000,576000,812000,832000,1176000,1236000,1304000,1570000,n.a.,-908000,-898000,-907000,-787000,-669000,-672000,-796000,-789000,-801000
55.,HEWLETT PACKARD ENTERPRISE COMPANY,334111,2113000,723000,2477000,2261000,1846000,4827000,3017000,3811000,3953000,-12352000,3427000,-322000,1049000,1908000,344000,3161000,2461000,1648000,2051000,-14761000,57699000,54015000,51803000,55493000,61406000,79629000,79916000,65071000,68775000,n.a.,3996000,4233000,3753000,4880000,9579000,12987000,9842000,2319000,2182000,n.a.,37728000,37966000,34705000,34254000,37940000,48181000,46381000,28295000,30787000,n.a.,20687000,18738000,19159000,17198000,18924000,22529000,21993000,19760000,20912000,n.a.,169000,148000,186000,378000,429000,161000,476000,706000,711000,n.a.,-2243000,-2246000,-2300000,-2300000,-2273000,-3503000,-3718000,-3238000,-3168000,-3217000
56.,MICRON TECHNOLOGY INC,334413,6771000,3063000,7347000,15022000,5886000,235000,3001000,3360000,362000,-602000,5861000,2687000,6313000,14135000,5089000,-276000,2899000,3045000,1190000,-1032000,58849000,53678000,48887000,43376000,35336000,27540000,24143000,22498000,19118000,14328000,8633000,8142000,7955000,6802000,5428000,4398000,3521000,4534000,3101000,2559000,14916000,14682000,13006000,11082000,16715000,15460000,11841000,11727000,9976000,6628000,6424000,6635000,6390000,5754000,5334000,4835000,3905000,4811000,4125000,2243000,364000,237000,309000,402000,163000,41000,85000,71000,47000,25000,-6132000,-5650000,-5424000,-4759000,-3760000,-2863000,-2550000,-1993000,-1721000,-2053000
57.,BROADCOM INC.,334413,8668000,4338000,4190000,5269000,2617000,644000,1776000,600000,555000,589000,6437000,2663000,2695000,12259000,1692000,-1739000,1364000,263000,552000,563000,75570000,75933000,67493000,50124000,54418000,49966000,10515000,10491000,3415000,2862000,12163000,7618000,5055000,4292000,11204000,3097000,1822000,1604000,999000,1084000,50608000,52059000,42552000,23467000,34133000,31074000,5801000,7248000,529000,443000,6281000,6371000,6899000,2338000,2529000,3078000,1119000,1016000,423000,346000,541000,440000,229000,162000,n.a.,n.a.,n.a.,57000,15000,16000,-539000,-570000,-569000,-515000,-462000,-406000,-229000,-164000,-102000,-78000
58.,MONDELEZ INTERNATIONAL; INC.,311513,n.a.,4225000,4238000,3954000,4074000,3645000,3588000,3242000,3941000,3530000,n.a.,3555000,3929000,3317000,2828000,1635000,7267000,2184000,3915000,3067000,n.a.,67810000,64515000,62729000,62957000,61538000,62843000,66815000,72515000,75477000,n.a.,3619000,1291000,1100000,761000,1741000,1870000,1631000,2622000,4475000,n.a.,40232000,37274000,37092000,36963000,36377000,34831000,39065000,40142000,43201000,n.a.,15159000,15322000,16737000,15793000,14417000,10922000,14007000,14354000,14870000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-712000,-674000,-635000,-638000,-647000,-713000,-853000,-860000,-867000
59.,KRAFT HEINZ COMPANY (THE),311941,n.a.,2151000,3191000,-9885000,6640000,6593000,2639000,1568000,150000,1503000,n.a.,356000,1935000,-10192000,10941000,3416000,-266000,-63000,-1124000,924000,n.a.,99830000,101450000,103461000,120092000,120480000,122973000,36571000,38972000,n.a.,n.a.,3417000,2279000,1130000,1629000,4204000,4837000,2298000,2459000,n.a.,n.a.,49727000,49827000,51804000,54229000,63122000,56968000,21134000,22676000,n.a.,n.a.,8061000,7875000,7503000,10154000,9501000,6932000,3092000,2925000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-705000,-708000,-693000,-758000,-1070000,-740000,-430000,-231000,-296000
60.,ALTRIA GROUP; INC.,312230,n.a.,9244000,1797000,9440000,9715000,8861000,8402000,7622000,8106000,7194000,n.a.,4467000,-1293000,6963000,10222000,14239000,5241000,5070000,4535000,4180000,n.a.,47414000,49271000,55459000,43202000,45932000,31459000,34475000,34859000,35329000,n.a.,4945000,2117000,1333000,1253000,4569000,2369000,3321000,3175000,2900000,n.a.,44575000,43049000,40672000,27825000,33162000,28579000,31461000,30740000,32161000,n.a.,9063000,8174000,21193000,6792000,7375000,7070000,7673000,7058000,8259000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-185000,-182000,-189000,-188000,-183000,-204000,-188000,-192000,-205000
61.,DOLLAR TREE; INC.,452210,n.a.,1887900,1262200,-939500,1999100,1705300,1088900,1068700,970300,920100,n.a.,1341900,827000,-1590800,1714300,896200,282400,599200,596700,619300,n.a.,20696000,19574600,13501200,16332800,15701600,15901200,3492700,2771900,2752000,n.a.,1416700,539200,422100,1097800,870400,740100,864100,267700,399900,n.a.,13410700,13319800,7858300,9150500,10312100,11494300,1707700,1601200,1084700,n.a.,3730300,3546500,2095700,2859100,2105900,2095400,861600,686300,676200,n.a.,86300,62700,60000,31500,90000,12900,42700,47300,79600,n.a.,-631100,-581900,-555700,-542000,-561800,-442100,-206000,-190500,-175400
62.,AMGEN INCORPORATED,325414,n.a.,9139000,9721000,10305000,10056000,9899000,8610000,6568000,6165000,5816000,n.a.,7264000,7842000,8394000,1979000,7722000,6939000,5158000,5081000,4345000,n.a.,62948000,59707000,66416000,79954000,77626000,71449000,69009000,66125000,54298000,n.a.,10647000,8911000,29304000,41678000,38085000,31382000,27026000,19401000,24061000,n.a.,53539000,50034000,53916000,54713000,47751000,43366000,43231000,44029000,35238000,n.a.,11653000,12835000,13488000,9020000,11204000,8664000,7008000,7947000,8191000,n.a.,828000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-801000,-806000,-646000,-655000,-619000,-727000,-716000,-644000,-689000
63.,GILEAD SCIENCES INC,325414,n.a.,4071000,4459000,8372000,14394000,18465000,22189000,15382000,4591786,4010175,n.a.,123000,5386000,5455000,4628000,13501000,18108000,12101000,3074808,2591566,n.a.,68407000,61627000,63675000,70283000,56977000,51716000,34664000,22579000,21239838,n.a.,7408000,24352000,30089000,25510000,11895000,14608000,10128000,2132000,1862250,n.a.,50205000,39102000,42288000,49841000,38090000,33182000,19238000,11209000,11937246,n.a.,11397000,9759000,10605000,11635000,9218000,9890000,5761000,6407000,4237897,n.a.,598000,287000,190000,713000,n.a.,n.a.,105000,11000,13403,n.a.,-288000,-255000,-226000,-233000,-177000,-161000,-125000,-102644,-82847
64.,ELI LILLY AND COMPANY,325412,n.a.,6209200,5052100,3662300,2604300,3585500,2830400,2659800,5370400,4808700,n.a.,6193700,8318400,3232000,-204100,2737600,2408400,2390500,4684800,4088600,n.a.,46633100,39286100,43908400,44981000,38805900,35568900,36307600,35248700,34398900,n.a.,3681300,2438500,7408900,8034100,6038600,4451800,4827000,5397300,5684300,n.a.,40991500,36679200,34079700,33388800,24798200,20997600,20934400,17617300,19633700,n.a.,12481600,11775200,11888100,14535900,10986600,8229600,9741000,8916600,8389500,n.a.,495100,160600,393400,532900,119100,358900,93500,1047200,1191500,n.a.,-895700,-1006800,-1247700,-1105100,-808700,-795900,-843100,-774800,-754000
